task,rerank_profile,selected_batch_size,test_id,repeat_id,split_seed,model_seed,n_panel_genes,n_nonzero_gain_genes,xgb_n_estimators,xgb_max_depth,xgb_learning_rate,xgb_subsample,xgb_colsample_bytree,xgb_colsample_bynode,elapsed_seconds,n_train,n_test,model_accuracy,model_balanced_accuracy,model_f1_macro,model_auc,model_auprc,primary_metric
er_status,auc_bytree03_bynode04_depth4,100,test_080,80,1795764090,1144588528,2000,624,150,4,0.03,0.8,0.3,0.4,543.376,731,314,0.9426751592356688,0.9432966023875115,0.9225710997862897,0.9549471992653811,0.9853131708287503,0.9549471992653811
er_status,auc_bytree03_bynode04_depth4,100,test_081,81,1993987183,158984550,2000,665,150,4,0.03,0.8,0.3,0.4,550.248,731,314,0.9617834394904459,0.9654499540863177,0.947921273772667,0.9828397612488522,0.9946914953924129,0.9828397612488522
er_status,auc_bytree03_bynode04_depth4,100,test_082,82,1552314039,68403782,2000,636,150,4,0.03,0.8,0.3,0.4,557.027,731,314,0.945859872611465,0.9307277318640955,0.9245053530767817,0.9548324150596879,0.978366222138955,0.9548324150596879
er_status,auc_bytree03_bynode04_depth4,100,test_083,83,1097310145,2012909187,2000,602,150,4,0.03,0.8,0.3,0.4,563.788,731,314,0.9267515923566879,0.9280876951331497,0.9023354564755839,0.9360078053259873,0.9645179312109148,0.9360078053259873
er_status,auc_bytree03_bynode04_depth4,100,test_084,84,1019199738,1694541828,2000,625,150,4,0.03,0.8,0.3,0.4,570.481,731,314,0.9394904458598726,0.936352157943067,0.9179084967320261,0.9474288337924702,0.9780020287106195,0.9474288337924702
er_status,auc_bytree03_bynode04_depth4,100,test_085,85,1735678647,820236316,2000,606,150,4,0.03,0.8,0.3,0.4,577.244,731,314,0.9331210191082803,0.9175849403122129,0.9076095332838268,0.9504706152433425,0.9806368632738605,0.9504706152433425
er_status,auc_bytree03_bynode04_depth4,100,test_086,86,56190690,510085526,2000,615,150,4,0.03,0.8,0.3,0.4,584.054,731,314,0.9426751592356688,0.9091483011937558,0.9172716627634661,0.9631542699724518,0.9871545363465986,0.9631542699724518
er_status,auc_bytree03_bynode04_depth4,100,test_087,87,1014034473,2069780328,2000,618,150,4,0.03,0.8,0.3,0.4,590.862,731,314,0.9299363057324841,0.9203971533516988,0.9045223352498895,0.9508149678604224,0.9831681044194972,0.9508149678604224
er_status,auc_bytree03_bynode04_depth4,100,test_088,88,966047060,160860254,2000,634,150,4,0.03,0.8,0.3,0.4,597.634,731,314,0.9426751592356688,0.9286616161616161,0.9204391891891892,0.9450757575757576,0.9782479175674496,0.9450757575757576
er_status,auc_bytree03_bynode04_depth4,100,test_089,89,113344717,1093176238,2000,602,150,4,0.03,0.8,0.3,0.4,604.483,731,314,0.9394904458598726,0.9070821854912764,0.9131169266168611,0.9392217630853995,0.9731432844903565,0.9392217630853995
er_status,auc_bytree03_bynode04_depth4,100,test_090,90,923461494,1608385631,2000,587,150,4,0.03,0.8,0.3,0.4,611.16,731,314,0.9331210191082803,0.9078282828282829,0.9058470764617692,0.9301538108356291,0.969164926245722,0.9301538108356291
er_status,auc_bytree03_bynode04_depth4,100,test_091,91,1339344979,556696918,2000,629,150,4,0.03,0.8,0.3,0.4,617.891,731,314,0.9394904458598726,0.9314738292011019,0.9171699501575798,0.9530532598714416,0.9766835913310905,0.9530532598714416
er_status,auc_bytree03_bynode04_depth4,100,test_092,92,1717068852,45893371,2000,683,150,4,0.03,0.8,0.3,0.4,624.771,731,314,0.9681528662420382,0.9598255280073462,0.9553799806741317,0.975378787878788,0.9896621680741847,0.975378787878788
er_status,auc_bytree03_bynode04_depth4,100,test_093,93,2016663644,1068074978,2000,605,150,4,0.03,0.8,0.3,0.4,631.481,731,314,0.9394904458598726,0.9265955004591369,0.9164086253520337,0.9509871441689624,0.9807663263700368,0.9509871441689624
er_status,auc_bytree03_bynode04_depth4,100,test_094,94,1662707079,20028314,2000,613,150,4,0.03,0.8,0.3,0.4,638.428,731,314,0.9554140127388535,0.9466827364554637,0.9381193693693693,0.94760101010101,0.9686520962109134,0.94760101010101
er_status,auc_bytree03_bynode04_depth4,100,test_095,95,986302070,687492643,2000,618,150,4,0.03,0.8,0.3,0.4,645.092,731,314,0.9394904458598726,0.9509871441689624,0.9199957087875984,0.9540289256198348,0.9798311723092417,0.9540289256198348
er_status,auc_bytree03_bynode04_depth4,100,test_096,96,1378395956,633769847,2000,651,150,4,0.03,0.8,0.3,0.4,651.774,731,314,0.9363057324840764,0.9440426997245179,0.9154322650148128,0.9584481175390266,0.9860322013115508,0.9584481175390266
er_status,auc_bytree03_bynode04_depth4,100,test_097,97,1382981925,1658676121,2000,657,150,4,0.03,0.8,0.3,0.4,658.573,731,314,0.9617834394904459,0.9605716253443526,0.94744769874477,0.9755509641873278,0.9891907778762079,0.9755509641873278
er_status,auc_bytree03_bynode04_depth4,100,test_098,98,778684664,267987383,2000,640,150,4,0.03,0.8,0.3,0.4,665.302,731,314,0.9522292993630573,0.929981634527089,0.9320885300266744,0.9569559228650139,0.9819520061658752,0.9569559228650139
er_status,auc_bytree03_bynode04_depth4,100,test_099,99,101948960,1488486574,2000,672,150,4,0.03,0.8,0.3,0.4,672.09,731,314,0.964968152866242,0.9528810835629018,0.9506818019561647,0.972738751147842,0.98812060933427,0.972738751147842
er_status,auc_bytree03_bynode04_depth4,100,test_100,100,164408232,1020375968,2000,666,150,4,0.03,0.8,0.3,0.4,678.924,731,314,0.964968152866242,0.9723943985307621,0.9524733402132783,0.97893709825528,0.9933958966699725,0.97893709825528
